id_evento;id_fecha;id_campana;id_lead;etapa_funnel;timestamp_evento;valor_evento
E205;20260909;C001;L1075;Landing Visit;09/09/2026 12:00;0
E105;20260909;C001;L1036;Landing Visit;09/09/2026 17:00;0
E106;20260909;C001;L1036;Calculator;09/09/2026 17:07;806
E107;20260909;C001;L1036;Email 1 Sent;09/09/2026 17:12;0
E108;20260911;C001;L1036;Email 2 Sent;11/09/2026 17:12;0
E109;20260915;C001;L1036;Founder Meeting;15/09/2026 17:12;0
E110;20260924;C001;L1036;Final Conversion;24/09/2026 17:12;806
E279;20260805;C002;L1104;Landing Visit;05/08/2026 13:00;0
E153;20260806;C002;L1057;Landing Visit;06/08/2026 13:00;0
E63;20260807;C002;L1021;Landing Visit;07/08/2026 21:00;0
E64;20260807;C002;L1021;Benchmark;07/08/2026 21:03;0
E65;20260807;C002;L1021;Email 1 Sent;07/08/2026 21:08;0
E126;20260808;C002;L1041;Landing Visit;08/08/2026 18:00;0
E187;20260809;C002;L1070;Landing Visit;09/08/2026 13:00;0
E188;20260809;C002;L1070;Calculator;09/08/2026 13:01;536
E189;20260809;C002;L1070;Email 1 Sent;09/08/2026 13:06;0
E295;20260809;C002;L1113;Landing Visit;09/08/2026 17:00;0
E66;20260809;C002;L1021;Email 2 Sent;09/08/2026 21:08;0
E294;20260810;C002;L1112;Landing Visit;10/08/2026 16:00;0
E190;20260811;C002;L1070;Email 2 Sent;11/08/2026 13:06;0
E49;20260811;C002;L1017;Landing Visit;11/08/2026 19:00;0
E50;20260811;C002;L1017;Calculator;11/08/2026 19:06;698
E51;20260811;C002;L1017;Email 1 Sent;11/08/2026 19:11;0
E111;20260812;C002;L1037;Landing Visit;12/08/2026 9:00;0
E112;20260812;C002;L1037;Calculator;12/08/2026 9:06;352
E113;20260812;C002;L1037;Email 1 Sent;12/08/2026 9:11;0
E114;20260812;C002;L1037;Email 1 Open;12/08/2026 22:11;0
E115;20260812;C002;L1037;Email Click;12/08/2026 22:25;0
E124;20260813;C002;L1039;Landing Visit;13/08/2026 9:00;0
E135;20260813;C002;L1047;Landing Visit;13/08/2026 10:00;0
E52;20260813;C002;L1017;Email 2 Sent;13/08/2026 19:11;0
E116;20260814;C002;L1037;Email 2 Sent;14/08/2026 22:25;0
E191;20260815;C002;L1070;Founder Meeting;15/08/2026 13:06;0
E268;20260816;C002;L1098;Landing Visit;16/08/2026 20:00;0
E269;20260816;C002;L1098;Calculator;16/08/2026 20:01;532
E270;20260816;C002;L1098;Email 1 Sent;16/08/2026 20:06;0
E271;20260817;C002;L1098;Email 1 Open;17/08/2026 0:06;0
E192;20260817;C002;L1070;Final Conversion;17/08/2026 13:06;536
E180;20260818;C002;L1068;Landing Visit;18/08/2026 20:00;0
E272;20260819;C002;L1098;Email 2 Sent;19/08/2026 0:06;0
E37;20260819;C002;L1012;Landing Visit;19/08/2026 17:00;0
E38;20260819;C002;L1012;Calculator;19/08/2026 17:07;743
E39;20260819;C002;L1012;Email 1 Sent;19/08/2026 17:12;0
E132;20260820;C002;L1044;Landing Visit;20/08/2026 10:00;0
E40;20260820;C002;L1012;Email 1 Open;20/08/2026 17:12;0
E232;20260820;C002;L1086;Landing Visit;20/08/2026 20:00;0
E233;20260820;C002;L1086;Calculator;20/08/2026 20:05;313
E234;20260820;C002;L1086;Email 1 Sent;20/08/2026 20:10;0
E235;20260820;C002;L1086;Email 1 Open;20/08/2026 23:10;0
E273;20260821;C002;L1098;Founder Meeting;21/08/2026 0:06;0
E256;20260821;C002;L1093;Landing Visit;21/08/2026 13:00;0
E257;20260821;C002;L1093;Benchmark;21/08/2026 13:07;0
E258;20260821;C002;L1093;Email 1 Sent;21/08/2026 13:12;0
E143;20260822;C002;L1050;Landing Visit;22/08/2026 9:00;0
E41;20260822;C002;L1012;Email 2 Sent;22/08/2026 17:12;0
E32;20260822;C002;L1011;Landing Visit;22/08/2026 18:00;0
E33;20260822;C002;L1011;Benchmark;22/08/2026 18:02;0
E34;20260822;C002;L1011;Email 1 Sent;22/08/2026 18:07;0
E236;20260822;C002;L1086;Email 2 Sent;22/08/2026 23:10;0
E35;20260823;C002;L1011;Email 1 Open;23/08/2026 4:07;0
E259;20260823;C002;L1093;Email 2 Sent;23/08/2026 13:12;0
E36;20260825;C002;L1011;Email 2 Sent;25/08/2026 4:07;0
E293;20260825;C002;L1111;Landing Visit;25/08/2026 15:00;0
E206;20260825;C002;L1076;Landing Visit;25/08/2026 16:00;0
E15;20260826;C002;L1007;Landing Visit;26/08/2026 14:00;0
E16;20260826;C002;L1007;Benchmark;26/08/2026 14:02;0
E17;20260826;C002;L1007;Email 1 Sent;26/08/2026 14:07;0
E18;20260827;C002;L1007;Email 1 Open;27/08/2026 11:07;0
E260;20260827;C002;L1093;Founder Meeting;27/08/2026 13:12;0
E148;20260828;C002;L1052;Landing Visit;28/08/2026 11:00;0
E151;20260828;C002;L1055;Landing Visit;28/08/2026 20:00;0
E297;20260829;C002;L1115;Landing Visit;29/08/2026 10:00;0
E19;20260829;C002;L1007;Email 2 Sent;29/08/2026 11:07;0
E194;20260829;C002;L1072;Landing Visit;29/08/2026 14:00;0
E195;20260829;C002;L1072;Calculator;29/08/2026 14:01;494
E196;20260829;C002;L1072;Email 1 Sent;29/08/2026 14:06;0
E298;20260830;C002;L1116;Landing Visit;30/08/2026 9:00;0
E197;20260831;C002;L1072;Email 2 Sent;31/08/2026 14:06;0
E144;20260901;C002;L1051;Landing Visit;01/09/2026 10:00;0
E145;20260901;C002;L1051;Calculator;01/09/2026 10:06;466
E146;20260901;C002;L1051;Email 1 Sent;01/09/2026 10:11;0
E198;20260901;C002;L1072;Founder Meeting;01/09/2026 14:06;0
E281;20260902;C002;L1106;Landing Visit;02/09/2026 13:00;0
E73;20260902;C002;L1025;Landing Visit;02/09/2026 15:00;0
E278;20260902;C002;L1103;Landing Visit;02/09/2026 20:00;0
E147;20260903;C002;L1051;Email 2 Sent;03/09/2026 10:11;0
E181;20260903;C002;L1069;Landing Visit;03/09/2026 18:00;0
E182;20260903;C002;L1069;Benchmark;03/09/2026 18:02;0
E183;20260903;C002;L1069;Email 1 Sent;03/09/2026 18:07;0
E184;20260904;C002;L1069;Email 1 Open;04/09/2026 6:07;0
E185;20260904;C002;L1069;Email Click;04/09/2026 6:08;0
E20;20260904;C002;L1008;Landing Visit;04/09/2026 14:00;0
E287;20260904;C002;L1108;Landing Visit;04/09/2026 15:00;0
E173;20260905;C002;L1065;Landing Visit;05/09/2026 14:00;0
E174;20260905;C002;L1065;Calculator;05/09/2026 14:08;613
E175;20260905;C002;L1065;Email 1 Sent;05/09/2026 14:13;0
E176;20260905;C002;L1065;Email 1 Open;05/09/2026 18:13;0
E186;20260906;C002;L1069;Email 2 Sent;06/09/2026 6:08;0
E193;20260906;C002;L1071;Landing Visit;06/09/2026 13:00;0
E177;20260907;C002;L1065;Email 2 Sent;07/09/2026 18:13;0
E155;20260909;C002;L1059;Landing Visit;09/09/2026 19:00;0
E156;20260909;C002;L1059;Calculator;09/09/2026 19:01;751
E157;20260909;C002;L1059;Email 1 Sent;09/09/2026 19:06;0
E209;20260909;C002;L1079;Landing Visit;09/09/2026 20:00;0
E210;20260909;C002;L1079;Calculator;09/09/2026 20:04;548
E211;20260909;C002;L1079;Email 1 Sent;09/09/2026 20:09;0
E212;20260909;C002;L1079;Email 1 Open;09/09/2026 23:09;0
E213;20260909;C002;L1079;Email Click;09/09/2026 23:12;0
E158;20260910;C002;L1059;Email 1 Open;10/09/2026 11:06;0
E159;20260910;C002;L1059;Email Click;10/09/2026 11:19;0
E58;20260910;C002;L1020;Landing Visit;10/09/2026 18:00;0
E222;20260910;C002;L1082;Landing Visit;10/09/2026 18:00;0
E59;20260910;C002;L1020;Calculator;10/09/2026 18:07;355
E60;20260910;C002;L1020;Email 1 Sent;10/09/2026 18:12;0
E61;20260911;C002;L1020;Email 1 Open;11/09/2026 15:12;0
E214;20260911;C002;L1079;Email 2 Sent;11/09/2026 23:12;0
E160;20260912;C002;L1059;Email 2 Sent;12/09/2026 11:19;0
E62;20260913;C002;L1020;Email 2 Sent;13/09/2026 15:12;0
E200;20260804;C003;L1074;Landing Visit;04/08/2026 11:00;0
E201;20260804;C003;L1074;Calculator;04/08/2026 11:05;631
E202;20260804;C003;L1074;Email 1 Sent;04/08/2026 11:10;0
E203;20260805;C003;L1074;Email 1 Open;05/08/2026 5:10;0
E300;20260805;C003;L1118;Landing Visit;05/08/2026 16:00;0
E199;20260805;C003;L1073;Landing Visit;05/08/2026 18:00;0
E168;20260806;C003;L1064;Landing Visit;06/08/2026 13:00;0
E169;20260806;C003;L1064;Calculator;06/08/2026 13:04;678
E170;20260806;C003;L1064;Email 1 Sent;06/08/2026 13:09;0
E171;20260807;C003;L1064;Email 1 Open;07/08/2026 5:09;0
E204;20260807;C003;L1074;Email 2 Sent;07/08/2026 5:10;0
E21;20260808;C003;L1009;Landing Visit;08/08/2026 13:00;0
E22;20260808;C003;L1009;Calculator;08/08/2026 13:05;631
E23;20260808;C003;L1009;Email 1 Sent;08/08/2026 13:10;0
E68;20260808;C003;L1023;Landing Visit;08/08/2026 16:00;0
E69;20260808;C003;L1023;Calculator;08/08/2026 16:08;505
E70;20260808;C003;L1023;Email 1 Sent;08/08/2026 16:13;0
E24;20260809;C003;L1009;Email 1 Open;09/08/2026 1:10;0
E172;20260809;C003;L1064;Email 2 Sent;09/08/2026 5:09;0
E71;20260810;C003;L1023;Email 2 Sent;10/08/2026 16:13;0
E25;20260811;C003;L1009;Email 2 Sent;11/08/2026 1:10;0
E215;20260811;C003;L1080;Landing Visit;11/08/2026 9:00;0
E216;20260811;C003;L1080;Calculator;11/08/2026 9:08;608
E217;20260811;C003;L1080;Email 1 Sent;11/08/2026 9:13;0
E251;20260811;C003;L1091;Landing Visit;11/08/2026 14:00;0
E252;20260811;C003;L1091;Calculator;11/08/2026 14:08;518
E253;20260811;C003;L1091;Email 1 Sent;11/08/2026 14:13;0
E218;20260812;C003;L1080;Email 1 Open;12/08/2026 8:13;0
E219;20260812;C003;L1080;Email Click;12/08/2026 8:27;0
E246;20260812;C003;L1090;Landing Visit;12/08/2026 18:00;0
E247;20260812;C003;L1090;Benchmark;12/08/2026 18:08;0
E248;20260812;C003;L1090;Email 1 Sent;12/08/2026 18:13;0
E249;20260813;C003;L1090;Email 1 Open;13/08/2026 8:13;0
E179;20260813;C003;L1067;Landing Visit;13/08/2026 12:00;0
E254;20260813;C003;L1091;Email 2 Sent;13/08/2026 14:13;0
E220;20260814;C003;L1080;Email 2 Sent;14/08/2026 8:27;0
E250;20260815;C003;L1090;Email 2 Sent;15/08/2026 8:13;0
E99;20260815;C003;L1034;Landing Visit;15/08/2026 16:00;0
E100;20260815;C003;L1034;Calculator;15/08/2026 16:07;494
E101;20260815;C003;L1034;Email 1 Sent;15/08/2026 16:12;0
E102;20260816;C003;L1034;Email 1 Open;16/08/2026 14:12;0
E166;20260816;C003;L1062;Landing Visit;16/08/2026 20:00;0
E103;20260818;C003;L1034;Email 2 Sent;18/08/2026 14:12;0
E242;20260818;C003;L1089;Landing Visit;18/08/2026 18:00;0
E149;20260818;C003;L1053;Landing Visit;18/08/2026 18:00;0
E243;20260818;C003;L1089;Calculator;18/08/2026 18:03;48
E244;20260818;C003;L1089;Email 1 Sent;18/08/2026 18:08;0
E274;20260819;C003;L1099;Landing Visit;19/08/2026 17:00;0
E53;20260820;C003;L1018;Landing Visit;20/08/2026 12:00;0
E208;20260820;C003;L1078;Landing Visit;20/08/2026 18:00;0
E245;20260820;C003;L1089;Email 2 Sent;20/08/2026 18:08;0
E95;20260820;C003;L1033;Landing Visit;20/08/2026 21:00;0
E96;20260820;C003;L1033;Calculator;20/08/2026 21:07;65
E97;20260820;C003;L1033;Email 1 Sent;20/08/2026 21:12;0
E237;20260821;C003;L1087;Landing Visit;21/08/2026 18:00;0
E238;20260821;C003;L1087;Calculator;21/08/2026 18:02;514
E239;20260821;C003;L1087;Email 1 Sent;21/08/2026 18:07;0
E98;20260822;C003;L1033;Email 2 Sent;22/08/2026 21:12;0
E240;20260823;C003;L1087;Email 2 Sent;23/08/2026 18:07;0
E142;20260824;C003;L1049;Landing Visit;24/08/2026 10:00;0
E89;20260827;C003;L1030;Landing Visit;27/08/2026 9:00;0
E90;20260827;C003;L1030;Calculator;27/08/2026 9:07;742
E91;20260827;C003;L1030;Email 1 Sent;27/08/2026 9:12;0
E275;20260827;C003;L1100;Landing Visit;27/08/2026 16:00;0
E92;20260829;C003;L1030;Email 2 Sent;29/08/2026 9:12;0
E80;20260829;C003;L1028;Landing Visit;29/08/2026 10:00;0
E47;20260829;C003;L1015;Landing Visit;29/08/2026 16:00;0
E266;20260829;C003;L1096;Landing Visit;29/08/2026 20:00;0
E75;20260831;C003;L1027;Landing Visit;31/08/2026 16:00;0
E76;20260831;C003;L1027;Benchmark;31/08/2026 16:04;0
E77;20260831;C003;L1027;Email 1 Sent;31/08/2026 16:09;0
E78;20260901;C003;L1027;Email 1 Open;01/09/2026 9:09;0
E167;20260901;C003;L1063;Landing Visit;01/09/2026 16:00;0
E79;20260903;C003;L1027;Email 2 Sent;03/09/2026 9:09;0
E150;20260904;C003;L1054;Landing Visit;04/09/2026 21:00;0
E178;20260904;C003;L1066;Landing Visit;04/09/2026 21:00;0
E255;20260905;C003;L1092;Landing Visit;05/09/2026 9:00;0
E265;20260905;C003;L1095;Landing Visit;05/09/2026 11:00;0
E67;20260905;C003;L1022;Landing Visit;05/09/2026 12:00;0
E241;20260907;C003;L1088;Landing Visit;07/09/2026 9:00;0
E26;20260908;C003;L1010;Landing Visit;08/09/2026 17:00;0
E27;20260908;C003;L1010;Calculator;08/09/2026 17:04;785
E28;20260908;C003;L1010;Email 1 Sent;08/09/2026 17:09;0
E136;20260910;C003;L1048;Landing Visit;10/09/2026 12:00;0
E137;20260910;C003;L1048;Benchmark;10/09/2026 12:05;0
E138;20260910;C003;L1048;Email 1 Sent;10/09/2026 12:10;0
E29;20260910;C003;L1010;Email 2 Sent;10/09/2026 17:09;0
E139;20260912;C003;L1048;Email 2 Sent;12/09/2026 12:10;0
E30;20260912;C003;L1010;Founder Meeting;12/09/2026 17:09;0
E140;20260913;C003;L1048;Founder Meeting;13/09/2026 12:10;0
E31;20260915;C003;L1010;Final Conversion;15/09/2026 17:09;785
E141;20260921;C003;L1048;Final Conversion;21/09/2026 12:10;0
